app,source_text,suggested_ar,status
erpnext,Payment term {0} not used in {1},,unreviewed
erpnext,Peck (UK),,unreviewed
erpnext,Peck (US),,unreviewed
erpnext,Pension Funds,,unreviewed
erpnext,Per Day,,unreviewed
erpnext,"Per Day
""
""Shift Time (In Hours) * No of Workstations * No of Shift",,unreviewed
erpnext,Per Unit Time in Mins,,unreviewed
erpnext,Percentage Allocation should be equal to 100%,,unreviewed
erpnext,Percentage you are allowed to order beyond the Blanket Order quantity.,,unreviewed
erpnext,Percentage you are allowed to sell beyond the Blanket Order quantity.,,unreviewed
erpnext,Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,,unreviewed
erpnext,Period Closing Voucher {0} GL Entry Cancellation Failed,,unreviewed
erpnext,Period Closing Voucher {0} GL Entry Processing Failed,,unreviewed
erpnext,Period End Date cannot be greater than Fiscal Year End Date,,unreviewed
erpnext,Period Start Date cannot be greater than Period End Date,,unreviewed
erpnext,Period Start Date must be {0},,unreviewed
erpnext,Period_from_date,,unreviewed
erpnext,Periodic Accounting Entry is not allowed for company {0} with perpetual inventory enabled,,unreviewed
erpnext,Phantom Item is mandatory,,unreviewed
erpnext,Pharmaceuticals,,unreviewed
erpnext,Pickup Date cannot be before this day,,unreviewed
erpnext,Pickup To time should be greater than Pickup From time,,unreviewed
erpnext,Pickup from,,unreviewed
erpnext,Pickup to,,unreviewed
erpnext,Pint (UK),,unreviewed
erpnext,Pint (US),,unreviewed
erpnext,"Pint, Dry (US)",,unreviewed
erpnext,"Pint, Liquid (US)",,unreviewed
erpnext,Plaid Link Failed,,unreviewed
erpnext,Plaid Link Refresh Required,,unreviewed
erpnext,Plaid Link Updated,,unreviewed
erpnext,"Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.",,unreviewed
erpnext,Please Set Priority,,unreviewed
erpnext,Please add 'Supplier' role to user {0}.,,unreviewed
erpnext,Please add Request for Quotation to the sidebar in Portal Settings.,,unreviewed
erpnext,Please add Root Account for - {0},,unreviewed
erpnext,Please add atleast one Serial No / Batch No,,unreviewed
erpnext,Please add the Bank Account column,,unreviewed
erpnext,Please add the account to root level Company - {0},,unreviewed
erpnext,Please add {1} role to user {0}.,,unreviewed
erpnext,Please adjust the qty or edit {0} to proceed.,,unreviewed
erpnext,Please cancel and amend the Payment Entry,,unreviewed
erpnext,Please cancel payment entry manually first,,unreviewed
erpnext,Please cancel related transaction.,,unreviewed
erpnext,Please capitalize this asset before submitting.,,unreviewed
erpnext,Please check Process Deferred Accounting {0} and submit manually after resolving errors.,,unreviewed
erpnext,Please check either with operations or FG Based Operating Cost.,,unreviewed
erpnext,Please check the error message and take necessary actions to fix the error and then restart the reposting again.,,unreviewed
erpnext,Please check your email to confirm the appointment,,unreviewed
erpnext,Please contact any of the following users to extend the credit limits for {0}: {1},,unreviewed
erpnext,Please contact any of the following users to {} this transaction.,,unreviewed
erpnext,Please contact your administrator to extend the credit limits for {0}.,,unreviewed
erpnext,Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,,unreviewed
erpnext,Please create a new Accounting Dimension if required.,,unreviewed
erpnext,Please create purchase from internal sale or delivery document itself,,unreviewed
erpnext,"Please delete Product Bundle {0}, before merging {1} into {2}",,unreviewed
erpnext,Please disable workflow temporarily for Journal Entry {0},,unreviewed
erpnext,Please do not book expense of multiple assets against one single Asset.,,unreviewed
erpnext,Please enable Use Old Serial / Batch Fields to make_bundle,,unreviewed
erpnext,Please enable only if the understand the effects of enabling this.,,unreviewed
erpnext,Please enable {0} in the {1}.,,unreviewed
erpnext,Please enable {} in {} to allow same item in multiple rows,,unreviewed
erpnext,Please ensure that the {0} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,,unreviewed
erpnext,Please ensure that the {0} account {1} is a Payable account. You can change the account type to Payable or select a different account.,,unreviewed
erpnext,Please ensure {} account is a Balance Sheet account.,,unreviewed
erpnext,Please ensure {} account {} is a Receivable account.,,unreviewed
erpnext,Please enter Maintenance Details first,,unreviewed
erpnext,Please enter Root Type for account- {0},,unreviewed
erpnext,Please enter Serial Nos,,unreviewed
erpnext,Please enter Shipment Parcel information,,unreviewed
erpnext,Please enter a valid number of deliveries,,unreviewed
erpnext,Please enter at least one delivery date and quantity,,unreviewed
erpnext,Please enter mobile number first.,,unreviewed
erpnext,Please enter the first delivery date,,unreviewed
erpnext,Please enter the {schedule_date}.,,unreviewed
erpnext,"Please first set Last Name, Email and Phone for the user",,unreviewed
erpnext,Please fix overlapping time slots for {0},,unreviewed
erpnext,Please fix overlapping time slots for {0}.,,unreviewed
erpnext,Please import accounts against parent company or enable {} in company master.,,unreviewed
erpnext,Please make sure the file you are using has 'Parent Account' column present in the header.,,unreviewed
erpnext,Please mention 'Weight UOM' along with Weight.,,unreviewed
erpnext,Please mention '{0}' in Company: {1},,unreviewed
erpnext,Please mention the Current and New BOM for replacement.,,unreviewed
erpnext,Please rectify and try again.,,unreviewed
erpnext,Please refresh or reset the Plaid linking of the Bank {}.,,unreviewed
erpnext,Please save before proceeding.,,unreviewed
erpnext,Please save the Sales Order before adding a delivery schedule.,,unreviewed
erpnext,Please select Finished Good Item for Service Item {0},,unreviewed
erpnext,Please select Periodic Accounting Entry Difference Account,,unreviewed
erpnext,Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,,unreviewed
erpnext,Please select Stock Asset Account,,unreviewed
erpnext,Please select Subcontracting Order instead of Purchase Order {0},,unreviewed
erpnext,Please select Unrealized Profit / Loss account or add default Unrealized Profit / Loss account account for company {0},,unreviewed
erpnext,Please select a Subcontracting Purchase Order.,,unreviewed
erpnext,Please select a Work Order first.,,unreviewed
erpnext,Please select a country,,unreviewed
erpnext,Please select a customer for fetching payments.,,unreviewed
erpnext,Please select a frequency for delivery schedule,,unreviewed
erpnext,Please select a supplier for fetching payments.,,unreviewed
erpnext,Please select a valid Purchase Order that has Service Items.,,unreviewed
erpnext,Please select a valid Purchase Order that is configured for Subcontracting.,,unreviewed
erpnext,Please select an item code before setting the warehouse.,,unreviewed
erpnext,"Please select at least one filter: Item Code, Batch, or Serial No.",,unreviewed
erpnext,Please select at least one row with difference value,,unreviewed
erpnext,Please select atleast one item to continue,,unreviewed
erpnext,Please select atleast one operation to create Job Card,,unreviewed
erpnext,Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,,unreviewed
erpnext,Please select only one row to create a Reposting Entry,,unreviewed
erpnext,Please select rows to create Reposting Entries,,unreviewed
erpnext,Please select the required filters,,unreviewed
erpnext,Please select valid document type.,,unreviewed
erpnext,Please set '{0}' in Company: {1},,unreviewed
erpnext,Please set Accounting Dimension {} in {},,unreviewed
erpnext,Please set Customer Address to determine if the transaction is an export.,,unreviewed
erpnext,Please set Email/Phone for the contact,,unreviewed
erpnext,Please set Fiscal Code for the customer '%s',,unreviewed
erpnext,Please set Fiscal Code for the public administration '%s',,unreviewed
erpnext,Please set Fixed Asset Account in Asset Category {0},,unreviewed
erpnext,Please set Fixed Asset Account in {} against {}.,,unreviewed
erpnext,Please set Parent Row No for item {0},,unreviewed
erpnext,Please set Purchase Expense Contra Account in Company {0},,unreviewed
erpnext,Please set Tax ID for the customer '%s',,unreviewed
erpnext,Please set VAT Accounts in {0},,unreviewed
erpnext,"Please set Vat Accounts for Company: \""{0}\"" in UAE VAT Settings",,unreviewed
erpnext,Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},,unreviewed
erpnext,Please set a default Holiday List for Company {0},,unreviewed
erpnext,Please set actual demand or sales forecast to generate Material Requirements Planning Report.,,unreviewed
erpnext,Please set an Address on the Company '%s',,unreviewed
erpnext,Please set an Expense Account in the Items table,,unreviewed
erpnext,Please set both the Tax ID and Fiscal Code on Company {0},,unreviewed
erpnext,Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,,unreviewed
erpnext,"Please set default inventory account for item {0}, or their item group or brand.",,unreviewed
erpnext,Please set one of the following:,,unreviewed
erpnext,Please set opening number of booked depreciations,,unreviewed
erpnext,Please set the Target Warehouse in the Job Card,,unreviewed
erpnext,Please set the WIP Warehouse in the Job Card,,unreviewed
erpnext,Please set the cost center field in {0} or setup a default Cost Center for the Company.,,unreviewed
erpnext,Please set {0} first.,,unreviewed
erpnext,Please set {0} in BOM Creator {1},,unreviewed
erpnext,Please set {0} in Company {1} to account for Exchange Gain / Loss,,unreviewed
erpnext,"Please set {0} to {1}, the same account that was used in the original invoice {2}.",,unreviewed
erpnext,Please setup and enable a group account with the Account Type - {0} for the company {1},,unreviewed
erpnext,Please share this email with your support team so that they can find and fix the issue.,,unreviewed
erpnext,Please specify a {0} first.,,unreviewed
erpnext,Please uncheck 'Show in Bucket View' to create Orders,,unreviewed
erpnext,Please update Repair Status.,,unreviewed
erpnext,Pond,,unreviewed
erpnext,Pood,,unreviewed
erpnext,Portal User,,unreviewed
erpnext,Portal Users,,unreviewed
erpnext,Post Route Key List,,unreviewed
erpnext,Posting Date will change to today's date as Edit Posting Date and Time is unchecked. Are you sure want to proceed?,,unreviewed
erpnext,Pound,,unreviewed
erpnext,Pound-Force,,unreviewed
erpnext,Pound/Cubic Foot,,unreviewed
erpnext,Pound/Cubic Inch,,unreviewed
erpnext,Pound/Cubic Yard,,unreviewed
erpnext,Pound/Gallon (UK),,unreviewed
erpnext,Pound/Gallon (US),,unreviewed
erpnext,Poundal,,unreviewed
erpnext,Powered by {0},,unreviewed
erpnext,President,,unreviewed
erpnext,"Previous Year is not closed, please close it first",,unreviewed
erpnext,Price ({0}),,unreviewed
erpnext,Price Per Unit ({0}),,unreviewed
erpnext,"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand.",,unreviewed
erpnext,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",,unreviewed
erpnext,Pricing Rules are further filtered based on quantity.,,unreviewed
erpnext,Print Format Type should be Jinja.,,unreviewed
erpnext,Print Format must be an enabled Report Print Format matching the selected Report.,,unreviewed
erpnext,Priority cannot be lesser than 1.,,unreviewed
erpnext,Private Equity,,unreviewed
erpnext,Procedures dropped,,unreviewed
erpnext,Process Loss Percentage cannot be greater than 100,,unreviewed
erpnext,Process in Single Transaction,,unreviewed
erpnext,Product Price ID,,unreviewed
erpnext,Production Plan Already Submitted,,unreviewed
erpnext,Progress % for a task cannot be more than 100.,,unreviewed
erpnext,Prospect {0} already exists,,unreviewed
erpnext,Psi/1000 Feet,,unreviewed
erpnext,Publisher,,unreviewed
erpnext,Publisher ID,,unreviewed
erpnext,Publishing,,unreviewed
erpnext,Purchase Order Item reference is missing in Subcontracting Receipt {0},,unreviewed
erpnext,Purchase Order {0} created,,unreviewed
erpnext,Purchase Orders {0} are un-linked,,unreviewed
erpnext,Purchase Receipt (Draft) will be auto-created on submission of Subcontracting Receipt.,,unreviewed
erpnext,Purchase Receipt {0} created.,,unreviewed
erpnext,Purposes Required,,unreviewed
erpnext,Putaway Rule already exists for Item {0} in Warehouse {1}.,,unreviewed
erpnext,Qty ,,unreviewed
erpnext,"Qty To Manufacture ({0}) cannot be a fraction for the UOM {2}. To allow this, disable '{1}' in the UOM {2}.",,unreviewed
erpnext,Qty To Manufacture in the job card cannot be greater than Qty To Manufacture in the work order for the operation {0}. <br><br><b>Solution: </b> Either you can reduce the Qty To Manufacture in the job card or set the 'Overproduction Percentage For Work Order' in the {1}.,,unreviewed
erpnext,Qty To Produce,,unreviewed
erpnext,Qty for which recursion isn't applicable.,,unreviewed
erpnext,Qty of Finished Goods Item should be greater than 0.,,unreviewed
erpnext,Quality Inspection(s),,unreviewed
erpnext,Quantity cannot be greater than {0} for Item {1},,unreviewed
erpnext,"Quantity must be greater than zero, and less or equal to {0}",,unreviewed
erpnext,Quantity to Produce should be greater than zero.,,unreviewed
erpnext,Quart (UK),,unreviewed
erpnext,Quart Dry (US),,unreviewed
erpnext,Quart Liquid (US),,unreviewed
erpnext,Quarter {0} {1},,unreviewed
erpnext,Quintal,,unreviewed
erpnext,Quot/Lead %,,unreviewed
erpnext,Rate of '{}' items cannot be changed,,unreviewed
erpnext,Rates cannot be modified for quoted items,,unreviewed
erpnext,Raw materials consumed qty will be validated based on FG BOM required qty,,unreviewed
erpnext,Real Estate,,unreviewed
erpnext,Reason for hold:,,unreviewed
erpnext,Rebuilding BTree for period ...,,unreviewed
erpnext,Receivable/Payable Account: {0} doesn't belong to company {1},,unreviewed
erpnext,Received Amount cannot be greater than Paid Amount,,unreviewed
erpnext,Recoverable Standard Rated expenses should not be set when Reverse Charge Applicable is Y,,unreviewed
erpnext,Recurse Over Qty cannot be less than 0,,unreviewed
erpnext,Recursive Discounts with Mixed condition is not supported by the system,,unreviewed
erpnext,Reference number of the invoice from the previous system,,unreviewed
erpnext,References to Sales Invoices are Incomplete,,unreviewed
erpnext,References to Sales Orders are Incomplete,,unreviewed
erpnext,References {0} of type {1} had no outstanding amount left before submitting the Payment Entry. Now they have a negative outstanding amount.,,unreviewed
erpnext,Rejected Warehouse and Accepted Warehouse cannot be same.,,unreviewed
erpnext,Remove Parent Row No in Items Table,,unreviewed
erpnext,Remove item if charges is not applicable to that item,,unreviewed
erpnext,Removing rows without exchange gain or loss,,unreviewed
erpnext,Rename jobs for doctype {0} have not been enqueued.,,unreviewed
erpnext,"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate \""BOM Explosion Item\"" table as per new BOM.
""
""It also updates latest price in all the BOMs.",,unreviewed
erpnext,Report an Issue,,unreviewed
erpnext,Reporting Currency Exchange Not Found,,unreviewed
erpnext,Repost Item Valuation restarted for selected failed records.,,unreviewed
erpnext,Repost has started in the background,,unreviewed
erpnext,Repost in background,,unreviewed
erpnext,Repost started in the background,,unreviewed
erpnext,Reposting Completed {0}%,,unreviewed
erpnext,Reposting entries created: {0},,unreviewed
erpnext,Reposting has been started in the background.,,unreviewed
erpnext,Reposting in the background.,,unreviewed
erpnext,Represents a Financial Year. All accounting entries and other major transactions are tracked against the Fiscal Year.,,unreviewed
erpnext,Reqired Qty,,unreviewed
erpnext,"Requested Qty: Quantity requested for purchase, but not ordered.",,unreviewed
erpnext,Reseller,,unreviewed
erpnext,Reservation,,unreviewed
erpnext,"Reserved Qty ({0}) cannot be a fraction. To allow this, disable '{1}' in UOM {3}.",,unreviewed
erpnext,Reserved Qty for Production: Raw materials quantity to make manufacturing items.,,unreviewed
erpnext,Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,,unreviewed
erpnext,Reserved Qty should be greater than Delivered Qty.,,unreviewed
erpnext,"Reserved Qty: Quantity ordered for sale, but not delivered.",,unreviewed
erpnext,Reserved Warehouse is mandatory for the Item {item_code} in Raw Materials supplied.,,unreviewed
erpnext,Reset Company Default Values,,unreviewed
erpnext,Reset Plaid Link,,unreviewed
erpnext,Resignation Letter Date,,unreviewed
erpnext,Resolution Date,,unreviewed
erpnext,Resolution Details,,unreviewed
erpnext,Resolved By,,unreviewed
erpnext,Response and Resolution,,unreviewed
erpnext,Restart,,unreviewed
erpnext,Restart Failed Entries,,unreviewed
erpnext,Restore Asset,,unreviewed
erpnext,Restrict,,unreviewed
erpnext,Restrict Items Based On,,unreviewed
erpnext,Result Key,,unreviewed
erpnext,Retail & Wholesale,,unreviewed
erpnext,Retailer,,unreviewed
erpnext,Return invoice of asset cancelled,,unreviewed
erpnext,Return on Asset Ratio,,unreviewed
erpnext,Return on Equity Ratio,,unreviewed
erpnext,Returned Qty ,,unreviewed
erpnext,Returned exchange rate is neither integer not float.,,unreviewed
erpnext,Revaluation Journals,,unreviewed
erpnext,Revaluation Surplus,,unreviewed
erpnext,Revision cancelled,,unreviewed
erpnext,Rgt,,unreviewed
erpnext,Rod,,unreviewed
erpnext,Role Allowed to Over Bill ,,unreviewed
erpnext,Role allowed to bypass period restrictions.,,unreviewed
erpnext,"Root Type for {0} must be one of the Asset, Liability, Income, Expense and Equity",,unreviewed
erpnext,Rounding Loss Allowance should be between 0 and 1,,unreviewed
erpnext,Rounding gain/loss Entry for Stock Transfer,,unreviewed
erpnext,Row # {0}: Please add Serial and Batch Bundle for Item {1},,unreviewed
erpnext,Row # {0}: Please enter quantity for Item {1} as it is not zero.,,unreviewed
erpnext,Row #1: Sequence ID must be 1 for Operation {0}.,,unreviewed
erpnext,Row #{0}: A reorder entry already exists for warehouse {1} with reorder type {2}.,,unreviewed
erpnext,Row #{0}: Acceptance Criteria Formula is incorrect.,,unreviewed
erpnext,Row #{0}: Acceptance Criteria Formula is required.,,unreviewed
erpnext,Row #{0}: Accepted Warehouse and Rejected Warehouse cannot be same,,unreviewed
erpnext,Row #{0}: Accepted Warehouse is mandatory for the accepted Item {1},,unreviewed
erpnext,Row #{0}: Allocated Amount cannot be greater than Outstanding Amount of Payment Request {1},,unreviewed
erpnext,Row #{0}: Allocated amount:{1} is greater than outstanding amount:{2} for Payment Term {3},,unreviewed
erpnext,Row #{0}: Amount must be a positive number,,unreviewed
erpnext,"Row #{0}: Asset {1} cannot be sold, it is already {2}",,unreviewed
erpnext,Row #{0}: Asset {1} is already sold,,unreviewed
erpnext,Row #{0}: BOM is not specified for subcontracting item {0},,unreviewed
erpnext,Row #{0}: BOM not found for FG Item {1},,unreviewed
erpnext,Row #{0}: Batch No {1} is already selected.,,unreviewed
erpnext,Row #{0}: Batch No(s) {1} is not a part of the linked Subcontracting Inward Order. Please select valid Batch No(s).,,unreviewed
erpnext,Row #{0}: Cannot allocate more than {1} against payment term {2},,unreviewed
erpnext,Row #{0}: Cannot cancel this Manufacturing Stock Entry as billed quantity of Item {1} cannot be greater than consumed quantity.,,unreviewed
erpnext,Row #{0}: Cannot cancel this Manufacturing Stock Entry as quantity of Scrap Item {1} produced cannot be less than quantity delivered.,,unreviewed
erpnext,Row #{0}: Cannot cancel this Stock Entry as returned quantity cannot be greater than delivered quantity for Item {1} in the linked Subcontracting Inward Order,,unreviewed
erpnext,Row #{0}: Cannot set Rate if the billed amount is greater than the amount for Item {1}.,,unreviewed
erpnext,Row #{0}: Cannot transfer more than Required Qty {1} for Item {2} against Job Card {3},,unreviewed
erpnext,Row #{0}: Consumed Asset {1} cannot be Draft,,unreviewed
erpnext,Row #{0}: Consumed Asset {1} cannot be cancelled,,unreviewed
erpnext,Row #{0}: Consumed Asset {1} cannot be the same as the Target Asset,,unreviewed
erpnext,Row #{0}: Consumed Asset {1} cannot be {2},,unreviewed
erpnext,Row #{0}: Consumed Asset {1} does not belong to company {2},,unreviewed
erpnext,Row #{0}: Cumulative threshold cannot be less than Single Transaction threshold,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} against Subcontracting Inward Order Item {2} ({3}) cannot be added multiple times.,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} cannot be added multiple times in the Subcontracting Inward process.,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} cannot be added multiple times.,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} does not exist in the Required Items table linked to the Subcontracting Inward Order.,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} exceeds quantity available through Subcontracting Inward Order,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} has insufficient quantity in the Subcontracting Inward Order. Available quantity is {2}.,,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} is not a part of Subcontracting Inward Order {2},,unreviewed
erpnext,Row #{0}: Customer Provided Item {1} is not a part of Work Order {2},,unreviewed
erpnext,Row #{0}: Dates overlapping with other row,,unreviewed
erpnext,Row #{0}: Default BOM not found for FG Item {1},,unreviewed
erpnext,Row #{0}: Expense Account not set for the Item {1}. {2},,unreviewed
erpnext,Row #{0}: Expense account {1} is not valid for Purchase Invoice {2}. Only expense accounts from non-stock items are allowed.,,unreviewed
erpnext,Row #{0}: Finished Good Item Qty can not be zero,,unreviewed
erpnext,Row #{0}: Finished Good Item is not specified for service item {1},,unreviewed
erpnext,Row #{0}: Finished Good Item {1} must be a sub-contracted item,,unreviewed
erpnext,Row #{0}: Finished Good must be {1},,unreviewed
erpnext,Row #{0}: Finished Good reference is mandatory for Scrap Item {1}.,,unreviewed
erpnext,"Row #{0}: For Customer Provided Item {1}, Source Warehouse must be {2}",,unreviewed
erpnext,"Row #{0}: For {1}, you can select reference document only if account gets credited",,unreviewed
erpnext,"Row #{0}: For {1}, you can select reference document only if account gets debited",,unreviewed
erpnext,Row #{0}: From Date cannot be before To Date,,unreviewed
erpnext,Row #{0}: From Time and To Time fields are required,,unreviewed
erpnext,Row #{0}: Item {1} does not exist,,unreviewed
erpnext,"Row #{0}: Item {1} has been picked, please reserve stock from the Pick List.",,unreviewed
erpnext,Row #{0}: Item {1} has no stock in warehouse {2}.,,unreviewed
erpnext,Row #{0}: Item {1} has zero rate but 'Allow Zero Valuation Rate' is not enabled.,,unreviewed
erpnext,"Row #{0}: Item {1} in warehouse {2}: Available {3}, Needed {4}.",,unreviewed
erpnext,Row #{0}: Item {1} is not a Customer Provided Item.,,unreviewed
erpnext,Row #{0}: Item {1} is not a part of Subcontracting Inward Order {2},,unreviewed
erpnext,Row #{0}: Item {1} is not a service item,,unreviewed
erpnext,Row #{0}: Item {1} is not a stock item,,unreviewed
erpnext,"Row #{0}: Item {1} mismatch. Changing of item code is not permitted, add another row instead.",,unreviewed
erpnext,Row #{0}: Item {1} mismatch. Changing of item code is not permitted.,,unreviewed
erpnext,Row #{0}: Next Depreciation Date cannot be before Available-for-use Date,,unreviewed
erpnext,Row #{0}: Next Depreciation Date cannot be before Purchase Date,,unreviewed
erpnext,Row #{0}: Only {1} available to reserve for the Item {2},,unreviewed
erpnext,Row #{0}: Opening Accumulated Depreciation must be less than or equal to {1},,unreviewed
erpnext,Row #{0}: Overconsumption of Customer Provided Item {1} against Work Order {2} is not allowed in the Subcontracting Inward process.,,unreviewed
erpnext,Row #{0}: Please select Item Code in Assembly Items,,unreviewed
erpnext,Row #{0}: Please select the BOM No in Assembly Items,,unreviewed
erpnext,Row #{0}: Please select the Finished Good Item against which this Customer Provided Item will be used.,,unreviewed
erpnext,Row #{0}: Please select the Sub Assembly Warehouse,,unreviewed
erpnext,Row #{0}: Please update deferred revenue/expense account in item row or default account in company master,,unreviewed
erpnext,Row #{0}: Qty increased by {1},,unreviewed
erpnext,Row #{0}: Qty must be a positive number,,unreviewed
erpnext,Row #{0}: Qty should be less than or equal to Available Qty to Reserve (Actual Qty - Reserved Qty) {1} for Iem {2} against Batch {3} in Warehouse {4}.,,unreviewed
erpnext,Row #{0}: Quality Inspection is required for Item {1},,unreviewed
erpnext,Row #{0}: Quality Inspection {1} is not submitted for the item: {2},,unreviewed
erpnext,Row #{0}: Quality Inspection {1} was rejected for item {2},,unreviewed
erpnext,Row #{0}: Quantity cannot be a non-positive number. Please increase the quantity or remove the Item {1},,unreviewed
erpnext,Row #{0}: Quantity of Item {1} cannot be more than {2} {3} against Subcontracting Inward Order {4},,unreviewed
erpnext,Row #{0}: Quantity to reserve for the Item {1} should be greater than 0.,,unreviewed
erpnext,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}),,unreviewed
erpnext,Row #{0}: Rejected Qty cannot be set for Scrap Item {1}.,,unreviewed
erpnext,Row #{0}: Rejected Warehouse is mandatory for the rejected Item {1},,unreviewed
erpnext,Row #{0}: Repair cost {1} exceeds available amount {2} for Purchase Invoice {3} and Account {4},,unreviewed
erpnext,Row #{0}: Return Against is required for returning asset,,unreviewed
erpnext,Row #{0}: Returned quantity cannot be greater than available quantity for Item {1},,unreviewed
erpnext,Row #{0}: Returned quantity cannot be greater than available quantity to return for Item {1},,unreviewed
erpnext,Row #{0}: Scrap Item Qty cannot be zero,,unreviewed
erpnext,"Row #{0}: Selling rate for item {1} is lower than its {2}.
""
""\t\t\t\t\tSelling {3} should be atleast {4}.<br><br>Alternatively,
""
""\t\t\t\t\tyou can disable selling price validation in {5} to bypass
""
""\t\t\t\t\tthis validation.",,unreviewed
erpnext,Row #{0}: Sequence ID must be {1} or {2} for Operation {3}.,,unreviewed
erpnext,Row #{0}: Serial No {1} for Item {2} is not available in {3} {4} or might be reserved in another {5}.,,unreviewed
erpnext,Row #{0}: Serial No {1} is already selected.,,unreviewed
erpnext,Row #{0}: Serial No(s) {1} are not a part of the linked Subcontracting Inward Order. Please select valid Serial No(s).,,unreviewed
erpnext,"Row #{0}: Since 'Track Semi Finished Goods' is enabled, the BOM {1} cannot be used for Sub Assembly Items",,unreviewed
erpnext,Row #{0}: Source Warehouse must be same as Customer Warehouse {1} from the linked Subcontracting Inward Order,,unreviewed
erpnext,Row #{0}: Source Warehouse {1} for item {2} cannot be a customer warehouse.,,unreviewed
erpnext,Row #{0}: Source Warehouse {1} for item {2} must be same as Source Warehouse {3} in the Work Order.,,unreviewed
erpnext,Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,,unreviewed
erpnext,"Row #{0}: Source, Target Warehouse and Inventory Dimensions cannot be the exact same for Material Transfer",,unreviewed
erpnext,Row #{0}: Start Time and End Time are required,,unreviewed
erpnext,Row #{0}: Start Time must be before End Time,,unreviewed
erpnext,Row #{0}: Status is mandatory,,unreviewed
erpnext,Row #{0}: Stock cannot be reserved for Item {1} against a disabled Batch {2}.,,unreviewed
erpnext,Row #{0}: Stock cannot be reserved for a non-stock Item {1},,unreviewed
erpnext,Row #{0}: Stock cannot be reserved in group warehouse {1}.,,unreviewed
erpnext,Row #{0}: Stock is already reserved for the Item {1}.,,unreviewed
erpnext,Row #{0}: Stock is reserved for item {1} in warehouse {2}.,,unreviewed
erpnext,Row #{0}: Stock not available to reserve for Item {1} against Batch {2} in Warehouse {3}.,,unreviewed
erpnext,Row #{0}: Stock not available to reserve for the Item {1} in Warehouse {2}.,,unreviewed
erpnext,Row #{0}: Stock quantity {1} ({2}) for item {3} cannot exceed {4},,unreviewed
erpnext,Row #{0}: Target Warehouse must be same as Customer Warehouse {1} from the linked Subcontracting Inward Order,,unreviewed
erpnext,Row #{0}: The warehouse {1} is not a child warehouse of a group warehouse {2},,unreviewed
erpnext,Row #{0}: Total Number of Depreciations cannot be less than or equal to Opening Number of Booked Depreciations,,unreviewed
erpnext,Row #{0}: Work Order exists against full or partial quantity of Item {1},,unreviewed
erpnext,Row #{0}: You cannot use the inventory dimension '{1}' in Stock Reconciliation to modify the quantity or valuation rate. Stock reconciliation with inventory dimensions is intended solely for performing opening entries.,,unreviewed
erpnext,Row #{0}: You must select an Asset for Item {1}.,,unreviewed
erpnext,Row #{0}: {1} is not a valid reading field. Please refer to the field description.,,unreviewed
erpnext,Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,,unreviewed
erpnext,Row #{1}: Warehouse is mandatory for stock Item {0},,unreviewed
erpnext,Row #{idx}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor.,,unreviewed
erpnext,Row #{idx}: Item rate has been updated as per valuation rate since its an internal stock transfer.,,unreviewed
erpnext,Row #{idx}: Please enter a location for the asset item {item_code}.,,unreviewed
erpnext,Row #{idx}: Received Qty must be equal to Accepted + Rejected Qty for Item {item_code}.,,unreviewed
erpnext,Row #{idx}: {field_label} can not be negative for item {item_code}.,,unreviewed
erpnext,Row #{idx}: {field_label} is mandatory.,,unreviewed
erpnext,Row #{idx}: {field_label} is not allowed in Purchase Return.,,unreviewed
erpnext,Row #{idx}: {from_warehouse_field} and {to_warehouse_field} cannot be same.,,unreviewed
erpnext,Row #{idx}: {schedule_date} cannot be before {transaction_date}.,,unreviewed
erpnext,Row #{}: Finance Book should not be empty since you're using multiple.,,unreviewed
erpnext,Row #{}: Please assign task to a member.,,unreviewed
erpnext,Row #{}: Please use a different Finance Book.,,unreviewed
erpnext,Row #{}: The original Invoice {} of return invoice {} is not consolidated.,,unreviewed
