app,source_text,suggested_ar,status
erpnext,{0} {1}: Cost Center {2} is a group cost center and group cost centers cannot be used in transactions,,unreviewed
erpnext,{0}%,,unreviewed
erpnext,{0}% Billed,,unreviewed
erpnext,{0}% Delivered,,unreviewed
erpnext,{0}% of total invoice value will be given as discount.,,unreviewed
erpnext,{0}'s {1} cannot be after {2}'s Expected End Date.,,unreviewed
erpnext,{0}: {1} does not belong to the Company: {2},,unreviewed
erpnext,{0}: {1} is a group account.,,unreviewed
erpnext,{count} Assets created for {item_code},,unreviewed
erpnext,{field_label} is mandatory for sub-contracted {doctype}.,,unreviewed
erpnext,{item_name}'s Sample Size ({sample_size}) cannot be greater than the Accepted Quantity ({accepted_quantity}),,unreviewed
erpnext,{ref_doctype} {ref_name} is {status}.,,unreviewed
erpnext,{},,unreviewed
erpnext,{}  To Deliver,,unreviewed
erpnext,{}  To Receive,,unreviewed
erpnext,{} Open,,unreviewed
erpnext,{} Pending,,unreviewed
erpnext,{} To Bill,,unreviewed
erpnext,{} is a child company.,,unreviewed
erpnext,{} {} is already linked with another {},,unreviewed
erpnext,{} {} is already linked with {} {},,unreviewed
erpnext,{} {} is not affecting bank account {},,unreviewed
frappe,!=,,unreviewed
frappe,#{0},,unreviewed
frappe,${values.doctype_name} has been added to queue for optimization,,unreviewed
frappe,&copy; Frappe Technologies Pvt. Ltd. and contributors,,unreviewed
frappe,'*' is only allowed in {0} SQL function(s),,unreviewed
frappe,'In Global Search' is not allowed for field {0} of type {1},,unreviewed
frappe,'{0}' is not a valid IBAN,,unreviewed
frappe,'{0}' is not a valid URL,,unreviewed
frappe,(Mandatory),,unreviewed
frappe,+ Add / Remove Fields,,unreviewed
frappe,"0 - too guessable: risky password.
""
""<br>
""
""1 - very guessable: protection from throttled online attacks. 
""
""<br>
""
""2 - somewhat guessable: protection from unthrottled online attacks.
""
""<br>
""
""3 - safely unguessable: moderate protection from offline slow-hash scenario.
""
""<br>
""
""4 - very unguessable: strong protection from offline slow-hash scenario.",,unreviewed
frappe,1 = True & 0 = False,,unreviewed
frappe,"1 Currency = [?] Fraction
""
""For e.g. 1 USD = 100 Cent",,unreviewed
frappe,1 Day,,unreviewed
frappe,1 Report,,unreviewed
frappe,1 day ago,,unreviewed
frappe,1 hour,,unreviewed
frappe,1 of 2,,unreviewed
frappe,1 row from {0},,unreviewed
frappe,1 row to {0},,unreviewed
frappe,1 second ago,,unreviewed
frappe,2 hours ago,,unreviewed
frappe,2 months ago,,unreviewed
frappe,2 weeks ago,,unreviewed
frappe,2 years ago,,unreviewed
frappe,3 minutes ago,,unreviewed
frappe,30 minutes,,unreviewed
frappe,4 hours,,unreviewed
frappe,5 days ago,,unreviewed
frappe,<,,unreviewed
frappe,<=,,unreviewed
frappe,"<a href=\""https://docs.frappe.io/framework/user/en/api/rest#1-token-based-authentication\"" target=\""_blank\"">
""
""  Click here to learn about token-based authentication
""
""</a>",,unreviewed
frappe,<b>{0}</b> is not a valid URL,,unreviewed
frappe,"<div class=\""alert\"">Please don't update it as it can mess up your form. Use the Customize Form View and Custom Fields to set properties!</div>",,unreviewed
frappe,"<div class=\""ql-editor read-mode\""><p>Request a file containing your personally identifiable information (PII) that is saved on our system. The file will be in JSON format and is sent to you by email. If you would like to have your PII deleted from our system, please make a <a href=\""/request-to-delete-data\"" rel=\""noopener noreferrer\"">request to delete data</a>.</p></div>",,unreviewed
frappe,"<div class=\""ql-editor read-mode\""><p>Send a request to delete your account and personally identifiable information (PII) that is stored on our system. You will receive an email to verify your request. Once the request is verified we will take care of deleting your PII. If you just want to check what PII we have stored, you can <a href=\""/request-data\"" rel=\""noopener noreferrer\"">request your data</a>.</p></div>",,unreviewed
frappe,"<div class=\""well\"">
""
""    Edit list of Series in the box. Rules:
""
""    <ul>
""
""        <li>Each Series Prefix on a new line.</li>
""
""        <li>Allowed special characters are \""/\"" and \""-\""</li>
""
""        <li>
""
""            Optionally, set the number of digits in the series using dot (.)
""
""            followed by hashes (#). For example, \"".####\"" means that the series
""
""            will have four digits. Default is five digits.
""
""        </li>
""
""        <li>
""
""            You can also use variables in the series name by putting them
""
""            between (.) dots
""
""            <br>
""
""            Supported Variables:
""
""            <ul>
""
""                <li><code>.YYYY.</code> - Year in 4 digits</li>
""
""                <li><code>.YY.</code> - Year in 2 digits</li>
""
""                <li><code>.MM.</code> - Month</li>
""
""                <li><code>.DD.</code> - Day of month</li>
""
""                <li><code>.WW.</code> - Week of the year</li>
""
""                <li>
""
""                    <code>.{fieldname}.</code> - fieldname on the document e.g.
""
""                    <code>branch</code>
""
""                </li>
""
""                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
""
""                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
""
""            </ul>
""
""        </li>
""
""    </ul>
""
""    Examples:
""
""    <ul>
""
""        <li>INV-</li>
""
""        <li>INV-10-</li>
""
""        <li>INVK-</li>
""
""        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
""
""    </ul>
""
""</div>
""
""<br>",,unreviewed
frappe,"<h3>Custom CSS Help</h3>

""
""<p>Notes:</p>

""
""<ol>
""
""<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
""
""<li>All values are given class <code>value</code></li>
""
""<li>All Section Breaks are given class <code>section-break</code></li>
""
""<li>All Column Breaks are given class <code>column-break</code></li>
""
""</ol>

""
""<h4>Examples</h4>

""
""<p>1. Left align integers</p>

""
""<pre><code>[data-fieldtype=\""Int\""] .value { text-align: left; }</code></pre>

""
""<p>1. Add border to sections except the last section</p>

""
""<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
""
"".section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>",,unreviewed
frappe,"<h3>Print Format Help</h3>
""
""<hr>
""
""<h4>Introduction</h4>
""
""<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
""
""<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
""
""<hr>
""
""<h4>References</h4>
""
""<ol>
""
""\t<li><a href=\""http://jinja.pocoo.org/docs/templates/\"" target=\""_blank\"">Jinja Templating Language</a></li>
""
""\t<li><a href=\""http://getbootstrap.com\"" target=\""_blank\"">Bootstrap CSS Framework</a></li>
""
""</ol>
""
""<hr>
""
""<h4>Example</h4>
""
""<pre><code>&lt;h3&gt;{{ doc.select_print_heading or \""Invoice\"" }}&lt;/h3&gt;
""
""&lt;div class=\""row\""&gt;
""
""\t&lt;div class=\""col-md-3 text-right\""&gt;Customer Name&lt;/div&gt;
""
""\t&lt;div class=\""col-md-9\""&gt;{{ doc.customer_name }}&lt;/div&gt;
""
""&lt;/div&gt;
""
""&lt;div class=\""row\""&gt;
""
""\t&lt;div class=\""col-md-3 text-right\""&gt;Date&lt;/div&gt;
""
""\t&lt;div class=\""col-md-9\""&gt;{{ doc.get_formatted(\""invoice_date\"") }}&lt;/div&gt;
""
""&lt;/div&gt;
""
""&lt;table class=\""table table-bordered\""&gt;
""
""\t&lt;tbody&gt;
""
""\t\t&lt;tr&gt;
""
""\t\t\t&lt;th&gt;Sr&lt;/th&gt;
""
""\t\t\t&lt;th&gt;Item Name&lt;/th&gt;
""
""\t\t\t&lt;th&gt;Description&lt;/th&gt;
""
""\t\t\t&lt;th class=\""text-right\""&gt;Qty&lt;/th&gt;
""
""\t\t\t&lt;th class=\""text-right\""&gt;Rate&lt;/th&gt;
""
""\t\t\t&lt;th class=\""text-right\""&gt;Amount&lt;/th&gt;
""
""\t\t&lt;/tr&gt;
""
""\t\t{%- for row in doc.items -%}
""
""\t\t&lt;tr&gt;
""
""\t\t\t&lt;td style=\""width: 3%;\""&gt;{{ row.idx }}&lt;/td&gt;
""
""\t\t\t&lt;td style=\""width: 20%;\""&gt;
""
""\t\t\t\t{{ row.item_name }}
""
""\t\t\t\t{% if row.item_code != row.item_name -%}
""
""\t\t\t\t&lt;br&gt;Item Code: {{ row.item_code}}
""
""\t\t\t\t{%- endif %}
""
""\t\t\t&lt;/td&gt;
""
""\t\t\t&lt;td style=\""width: 37%;\""&gt;
""
""\t\t\t\t&lt;div style=\""border: 0px;\""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
""
""\t\t\t&lt;td style=\""width: 10%; text-align: right;\""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
""
""\t\t\t&lt;td style=\""width: 15%; text-align: right;\""&gt;{{
""
""\t\t\t\trow.get_formatted(\""rate\"", doc) }}&lt;/td&gt;
""
""\t\t\t&lt;td style=\""width: 15%; text-align: right;\""&gt;{{
""
""\t\t\t\trow.get_formatted(\""amount\"", doc) }}&lt;/td&gt;
""
""\t\t&lt;/tr&gt;
""
""\t\t{%- endfor -%}
""
""\t&lt;/tbody&gt;
""
""&lt;/table&gt;</code></pre>
""
""<hr>
""
""<h4>Common Functions</h4>
""
""<table class=\""table table-bordered\"">
""
""\t<tbody>
""
""\t\t<tr>
""
""\t\t\t<td style=\""width: 30%;\""><code>doc.get_formatted(\""[fieldname]\"", [parent_doc])</code></td>
""
""\t\t\t<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
""
""\t\t</tr>
""
""\t\t<tr>
""
""\t\t\t<td style=\""width: 30%;\""><code>frappe.db.get_value(\""[doctype]\"", \""[name]\"", \""fieldname\"")</code></td>
""
""\t\t\t<td>Get value from another document.</td>
""
""\t\t</tr>
""
""\t</tbody>
""
""</table>",,unreviewed
frappe,"<h4>Default Template</h4>
""
""<p>Uses <a href=\""http://jinja.pocoo.org/docs/templates/\"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
""
""<pre><code>{{ address_line1 }}&lt;br&gt;
""
""{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
""
""{{ city }}&lt;br&gt;
""
""{% if state %}{{ state }}&lt;br&gt;{% endif -%}
""
""{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
""
""{{ country }}&lt;br&gt;
""
""{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
""
""{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
""
""{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
""
""</code></pre>",,unreviewed
frappe,"<h5 class=\""text-muted uppercase\"">Or</h5>",,unreviewed
frappe,"<h5>Message Example</h5>

""
""<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

""
""&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

""
""&lt;!-- show last comment --&gt;
""
""{% if comments %}
""
""Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
""
""{% endif %}

""
""&lt;h4&gt;Details&lt;/h4&gt;

""
""&lt;ul&gt;
""
""&lt;li&gt;Customer: {{ doc.customer }}
""
""&lt;li&gt;Amount: {{ doc.grand_total }}
""
""&lt;/ul&gt;
""
""</pre>",,unreviewed
frappe,"<p><strong>Condition Examples:</strong></p>
""
""<pre><code class=\""language-python\"">doc.status==\""Open\""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
""
""</code></pre>",,unreviewed
frappe,"<p><strong>Condition Examples:</strong></p>
""
""<pre>doc.status==\""Open\""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
""
""</pre>",,unreviewed
frappe,"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
""
""<p>If you create a separate webform every year to capture feedback from employees add a 
""
"" field named year in doctype and add a filter <b>year = 2023</b></p>",,unreviewed
frappe,"<p>Set context before rendering a template. Example:</p><p>
""
""</p><div><pre><code>
""
""context.project = frappe.get_doc(\""Project\"", frappe.form_dict.name)
""
""</code></pre></div>",,unreviewed
frappe,"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=\""p-3 bg-gray-100 border-radius rounded-sm mb-0\"" style=\""width: fit-content;\""><code>// here root_element is provided by default
""
""let some_class_element = root_element.querySelector('.some-class');
""
""some_class_element.textContent = \""New content\"";
""
""</code></pre>",,unreviewed
frappe,"<pre>*  *  *  *  *
""
""┬  ┬  ┬  ┬  ┬
""
""│  │  │  │  │
""
""│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
""
""│  │  │  └───── month (1 - 12)
""
""│  │  └────────── day of month (1 - 31)
""
""│  └─────────────── hour (0 - 23)
""
""└──────────────────── minute (0 - 59)

""
""---

""
""* - Any value
""
""/ - Step values
""
""</pre>",,unreviewed
frappe,"<pre><code>doc.grand_total &gt; 0</code></pre>

""
""<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
""
""<p>Allowed functions:
""
""</p><ul>
""
""<li>frappe.db.get_value</li>
""
""<li>frappe.db.get_list</li>
""
""<li>frappe.session</li>
""
""<li>frappe.utils.now_datetime</li>
""
""<li>frappe.utils.get_datetime</li>
""
""<li>frappe.utils.add_to_date</li>
""
""<li>frappe.utils.now</li>
""
""</ul>
""
""<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",,unreviewed
frappe,"<span class=\""h2\"">Hi,</span>",,unreviewed
frappe,=,,unreviewed
frappe,>,,unreviewed
frappe,>=,,unreviewed
frappe,"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.",,unreviewed
frappe,A download link with your data will be sent to the email address associated with your account.,,unreviewed
frappe,"A version identifier string for the client software.
""
""<br>
""
""The value of the should change on any update of the client software with the same Software ID.",,unreviewed
frappe,A0,,unreviewed
frappe,A1,,unreviewed
frappe,A2,,unreviewed
frappe,A3,,unreviewed
frappe,A5,,unreviewed
frappe,A6,,unreviewed
frappe,A7,,unreviewed
frappe,A8,,unreviewed
frappe,A9,,unreviewed
frappe,API Endpoint Args should be valid JSON,,unreviewed
frappe,API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,,unreviewed
frappe,API Key cannot be regenerated,,unreviewed
frappe,API Keys,,unreviewed
frappe,API Logging,,unreviewed
frappe,API Request Log,,unreviewed
frappe,About Us,,unreviewed
frappe,About Us Settings,,unreviewed
frappe,About {0} minute remaining,,unreviewed
frappe,About {0} minutes remaining,,unreviewed
frappe,About {0} seconds remaining,,unreviewed
frappe,Accept Invitation,,unreviewed
frappe,Accepted At,,unreviewed
frappe,Accounts Manager,,unreviewed
frappe,Accounts User,,unreviewed
frappe,"Accurate count can not be fetched, click here to view all documents",,unreviewed
frappe,Action,,unreviewed
frappe,Action Complete,,unreviewed
frappe,Action Label,,unreviewed
frappe,Action {0} completed successfully on {1} {2}. View it {3},,unreviewed
frappe,Action {0} failed on {1} {2}. View it {3},,unreviewed
frappe,Activate,,unreviewed
frappe,Active Directory,,unreviewed
frappe,Activity,,unreviewed
frappe,Add / Remove Columns,,unreviewed
frappe,Add Card to Dashboard,,unreviewed
frappe,Add Child,,unreviewed
frappe,Add Indexes,,unreviewed
frappe,Add Multiple,,unreviewed
frappe,Add Participants,,unreviewed
frappe,Add Roles,,unreviewed
frappe,Add Tags,,unreviewed
frappe,Add Template,,unreviewed
frappe,Add Translate Data,,unreviewed
frappe,Add Video Conferencing,,unreviewed
frappe,Add a Filter,,unreviewed
frappe,Add a New Role,,unreviewed
frappe,Add a Row,,unreviewed
frappe,Add a new section,,unreviewed
frappe,Add a row above the current row,,unreviewed
frappe,Add a row at the bottom,,unreviewed
frappe,Add a row at the top,,unreviewed
frappe,Add a row below the current row,,unreviewed
frappe,Add column,,unreviewed
frappe,Add field,,unreviewed
frappe,Add new tab,,unreviewed
frappe,Add numbers or special characters.,,unreviewed
frappe,Add page break,,unreviewed
frappe,Add tab,,unreviewed
frappe,Add to this activity by mailing to {0},,unreviewed
frappe,Add {0},,unreviewed
frappe,Added,,unreviewed
frappe,Added default log doctypes: {},,unreviewed
frappe,Added {0} ({1}),,unreviewed
frappe,Address Line 1,,unreviewed
frappe,Address Line 2,,unreviewed
frappe,Adds a custom client script to a DocType,,unreviewed
frappe,Adds a custom field to a DocType,,unreviewed
frappe,Administrator can't follow,,unreviewed
frappe,After,,unreviewed
frappe,After Discard,,unreviewed
frappe,After Insert,,unreviewed
frappe,After Rename,,unreviewed
frappe,Aggregate Field is required to create a number card,,unreviewed
frappe,Alias must be a string,,unreviewed
frappe,Align,,unreviewed
frappe,All Day,,unreviewed
frappe,All Submissions,,unreviewed
frappe,All fields are necessary to submit the comment.,,unreviewed
frappe,"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is \""Saved\"", 1 is \""Submitted\"" and 2 is \""Cancelled\""",,unreviewed
frappe,Allow Bulk Editing,,unreviewed
frappe,Allow Consecutive Login Attempts,,unreviewed
frappe,Allow Sending Usage Data for Improving Applications,,unreviewed
frappe,Allow comments,,unreviewed
frappe,Allow delete,,unreviewed
frappe,Allow editing after submit,,unreviewed
frappe,"Allow editing even if the doctype has a workflow set up.

""
""Does nothing if a workflow isn't set up.",,unreviewed
frappe,Allow incomplete forms,,unreviewed
frappe,Allow multiple responses,,unreviewed
frappe,Allow print,,unreviewed
frappe,Allow recording my first session to improve user experience,,unreviewed
frappe,Allow sending usage data for improving applications,,unreviewed
frappe,"Allow users to log in without a password, using a login link sent to their email",,unreviewed
frappe,Allowed File Extensions,,unreviewed
frappe,Allowed Modules,,unreviewed
frappe,Allowed Public Client Origins,,unreviewed
frappe,Allowed Roles,,unreviewed
frappe,Allowed embedding domains,,unreviewed
frappe,"Allows clients to fetch metadata from the <code>/.well-known/oauth-authorization-server</code> endpoint. Reference: <a href=\""https://datatracker.ietf.org/doc/html/rfc8414\"">RFC8414</a>",,unreviewed
frappe,"Allows clients to fetch metadata from the <code>/.well-known/oauth-protected-resource</code> endpoint. Reference: <a href=\""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata\"">RFC9728</a>",,unreviewed
frappe,"Allows clients to register themselves without manual intervention. Registration creates a <b>OAuth Client</b> entry. Reference: <a href=\""https://datatracker.ietf.org/doc/html/rfc7591\"">RFC7591</a>",,unreviewed
frappe,Allows clients to view this as an Authorization Server when querying the <code>/.well-known/oauth-protected-resource</code> end point.,,unreviewed
frappe,Allows enabled Social Login Key Base URL to be shown as authorization server.,,unreviewed
frappe,Allows skipping authorization if a user has active tokens.,,unreviewed
frappe,Alternative Email ID,,unreviewed
frappe,Always,,unreviewed
frappe,Always BCC Address,,unreviewed
frappe,Always use this email address as sender address,,unreviewed
frappe,Always use this name as sender name,,unreviewed
frappe,Amend Counter,,unreviewed
frappe,Amended Document Naming Settings,,unreviewed
frappe,Amended Documents,,unreviewed
frappe,Amended From,,unreviewed
frappe,Amendment Naming Override,,unreviewed
frappe,Amendment Not Allowed,,unreviewed
frappe,Amendment naming rules updated.,,unreviewed
frappe,An email to verify your request has been sent to your email address. Please verify your request to complete the process.,,unreviewed
frappe,An unexpected error occurred while authorizing {}.,,unreviewed
frappe,Announcement Widget,,unreviewed
frappe,Announcements,,unreviewed
frappe,Annual,,unreviewed
frappe,Anonymization Matrix,,unreviewed
frappe,Anonymous responses,,unreviewed
frappe,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",,unreviewed
frappe,App ID,,unreviewed
frappe,App Logo,,unreviewed
frappe,App Name (Client Name),,unreviewed
frappe,App not found for module: {0},,unreviewed
frappe,"Append as communication against this DocType (must have fields: \""Sender\"" and \""Subject\""). These fields can be defined in the email settings section of the appended doctype.",,unreviewed
frappe,Applicable For,,unreviewed
frappe,Application is not installed,,unreviewed
frappe,Applies To (DocType),,unreviewed
frappe,Apply Filters,,unreviewed
frappe,Apply To,,unreviewed
frappe,Apply User Permission On,,unreviewed
frappe,Apply document permissions,,unreviewed
frappe,Apps,,unreviewed
frappe,Apps with Search,,unreviewed
frappe,Ar,,unreviewed
frappe,Archived,,unreviewed
frappe,Are you sure you want to cancel the invitation?,,unreviewed
frappe,Are you sure you want to clear the assignments?,,unreviewed
frappe,Are you sure you want to delete the column? All the fields in the column will be moved to the previous column.,,unreviewed
frappe,Are you sure you want to delete the section? All the columns along with fields in the section will be moved to the previous section.,,unreviewed
frappe,Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,,unreviewed
frappe,Are you sure you want to delete this record?,,unreviewed
frappe,Are you sure you want to discard the changes?,,unreviewed
frappe,Are you sure you want to generate a new report?,,unreviewed
frappe,Are you sure you want to proceed?,,unreviewed
frappe,Are you sure you want to re-enable scheduler?,,unreviewed
frappe,Are you sure you want to remove all failed jobs?,,unreviewed
frappe,Are you sure you want to remove the {0} filter?,,unreviewed
frappe,Are you sure you want to save this document?,,unreviewed
frappe,Are you sure you want to {0}?,,unreviewed
frappe,Arguments,,unreviewed
frappe,Arial,,unreviewed
frappe,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",,unreviewed
frappe,"As document sharing is disabled, please give them the required permissions before assigning.",,unreviewed
frappe,"As per your request, your account and data on {0} associated with email {1} has been permanently deleted",,unreviewed
frappe,Ask,,unreviewed
frappe,Assign To User Group,,unreviewed
frappe,Assign a user,,unreviewed
frappe,Assigned To,,unreviewed
frappe,Assignee,,unreviewed
frappe,Assigning...,,unreviewed
frappe,Assignment,,unreviewed
frappe,Assignment Rule is not allowed on document type {0},,unreviewed
frappe,Assignment of {0} removed by {1},,unreviewed
frappe,Asynchronous,,unreviewed
frappe,At least one column is required to show in the grid.,,unreviewed
frappe,At least one field is required in Web Form Fields Table,,unreviewed
frappe,At least one field of Parent Document Type is mandatory,,unreviewed
frappe,Attach Files,,unreviewed
frappe,Attach Package,,unreviewed
frappe,Attach a web link,,unreviewed
frappe,Attached To Name must be a string or an integer,,unreviewed
frappe,Attachment Limit Reached,,unreviewed
frappe,Attachment Settings,,unreviewed
frappe,Attribution,,unreviewed
frappe,Audit System Hooks,,unreviewed
frappe,Audit Trail,,unreviewed
frappe,Auth URL data should be valid JSON,,unreviewed
frappe,Authenticate as Service Principal,,unreviewed
frappe,Authentication Apps you can use are:,,unreviewed
frappe,Authorization,,unreviewed
frappe,Authorization URI,,unreviewed
frappe,Authorization error for {}.,,unreviewed
frappe,Authorize API Access,,unreviewed
frappe,Authors,,unreviewed
frappe,Authors / Maintainers,,unreviewed
frappe,Auto Email Report,,unreviewed
frappe,Auto Repeat Day,,unreviewed
frappe,Auto Repeat Day{0} {1} has been repeated.,,unreviewed
frappe,Auto Repeat Schedule,,unreviewed
frappe,Auto Repeat User,,unreviewed
frappe,Auto follow documents that are assigned to you,,unreviewed
frappe,Auto follow documents that are shared with you,,unreviewed
frappe,Auto follow documents that you Like,,unreviewed
frappe,Auto follow documents that you comment on,,unreviewed
frappe,Auto follow documents that you create,,unreviewed
frappe,Auto repeat failed. Please enable auto repeat after fixing the issues.,,unreviewed
frappe,Autocomplete,,unreviewed
frappe,Autoincrement,,unreviewed
frappe,Automate processes and extend standard functionality using scripts and background jobs,,unreviewed
frappe,Automated Message,,unreviewed
frappe,Automatic,,unreviewed
frappe,Automatic sending of emails is disabled via site config.,,unreviewed
frappe,Automatically Assign Documents to Users,,unreviewed
frappe,Automatically applied a filter for recent data. You can disable this behavior from the list view settings.,,unreviewed
frappe,Automatically delete account within (hours),,unreviewed
frappe,Awesome Work,,unreviewed
frappe,"Awesome, now try making an entry yourself",,unreviewed
frappe,Awesomebar,,unreviewed
frappe,B,,unreviewed
frappe,B0,,unreviewed
frappe,B1,,unreviewed
frappe,B10,,unreviewed
frappe,B2,,unreviewed
frappe,B3,,unreviewed
frappe,B4,,unreviewed
frappe,B5,,unreviewed
frappe,B6,,unreviewed
frappe,B7,,unreviewed
frappe,B8,,unreviewed
frappe,B9,,unreviewed
frappe,BCC,,unreviewed
frappe,Background Job Activity,,unreviewed
frappe,Background Jobs Check,,unreviewed
frappe,Background Jobs Queue,,unreviewed
frappe,Background Print (required for >25 documents),,unreviewed
frappe,Backup Encryption Key,,unreviewed
frappe,Backups (MB),,unreviewed
frappe,Bad Cron Expression,,unreviewed
frappe,Banker's Rounding,,unreviewed
frappe,Banker's Rounding (legacy),,unreviewed
frappe,Bar,,unreviewed
frappe,Based On,,unreviewed
frappe,Basic Info,,unreviewed
frappe,Before,,unreviewed
frappe,Before Discard,,unreviewed
frappe,Before Print,,unreviewed
frappe,Before Rename,,unreviewed
frappe,Before Validate,,unreviewed
frappe,Beginner,,unreviewed
frappe,Billing Contact,,unreviewed
frappe,Binary Logging,,unreviewed
frappe,Blue,,unreviewed
frappe,Both login and password required,,unreviewed
frappe,Bottom Center,,unreviewed
frappe,Bottom Left,,unreviewed
frappe,Bottom Right,,unreviewed
frappe,Brand,,unreviewed
frappe,Brand Logo with Search,,unreviewed
frappe,"Brand is what appears on the top-left of the toolbar. If it is an image, make sure it
""
""has a transparent background and use the &lt;img /&gt; tag. Keep size as 200px x 30px",,unreviewed
frappe,Bufferpool Size,,unreviewed
frappe,Build,,unreviewed
frappe,"Build your own reports, print formats, and dashboards. Create personalized workspaces for easier navigation",,unreviewed
frappe,Build {0},,unreviewed
frappe,Built on {0},,unreviewed
frappe,Bulk Actions,,unreviewed
frappe,Bulk Edit,,unreviewed
frappe,Bulk Operation Failed,,unreviewed
frappe,Bulk Operation Successful,,unreviewed
frappe,Bulk PDF Export,,unreviewed
frappe,Bulk Update,,unreviewed
frappe,Bulk approval only support up to 500 documents.,,unreviewed
frappe,Bulk operation is enqueued in background.,,unreviewed
frappe,Bulk operations only support up to 500 documents.,,unreviewed
frappe,Bulk {0} is enqueued in background.,,unreviewed
frappe,Button Color,,unreviewed
frappe,"By \""Naming Series\"" field",,unreviewed
frappe,By fieldname,,unreviewed
frappe,By script,,unreviewed
frappe,C5E,,unreviewed
frappe,CMD,,unreviewed
frappe,COLOR PICKER,,unreviewed
frappe,CSS,,unreviewed
frappe,CSS selector for the element you want to highlight.,,unreviewed
frappe,CSV,,unreviewed
frappe,Cache,,unreviewed
frappe,Campaign Description (Optional),,unreviewed
frappe,Can not rename as column {0} is already present on DocType.,,unreviewed
frappe,Can only change to/from Autoincrement naming rule when there is no data in the doctype,,unreviewed
frappe,Can only list down the document types which has been linked to the User document type.,,unreviewed
frappe,Can't follow since changes are not tracked.,,unreviewed
frappe,Can't rename {0} to {1} because {0} doesn't exist.,,unreviewed
frappe,Cancel All,,unreviewed
frappe,Cancel Import,,unreviewed
frappe,Cancel Prepared Report,,unreviewed
frappe,Cannot Download Report due to insufficient permissions,,unreviewed
frappe,Cannot Fetch Values,,unreviewed
frappe,Cannot Update After Submit,,unreviewed
frappe,Cannot access file path {0},,unreviewed
frappe,Cannot cancel before submitting while transitioning from <b>{0} State</b> to <b>{1} State</b>,,unreviewed
frappe,Cannot cancel {0}.,,unreviewed
frappe,Cannot change docstatus from 0 (Draft) to 2 (Cancelled),,unreviewed
frappe,Cannot change docstatus from 1 (Submitted) to 0 (Draft),,unreviewed
frappe,Cannot change state of Cancelled Document <b>({0} State)</b>,,unreviewed
frappe,Cannot change to/from autoincrement autoname in Customize Form,,unreviewed
frappe,Cannot create private workspace of other users,,unreviewed
frappe,Cannot delete standard document state.,,unreviewed
frappe,Cannot delete standard field <strong>{0}</strong>. You can hide it instead.,,unreviewed
frappe,Cannot delete standard field. You can hide it if you want,,unreviewed
frappe,Cannot delete system generated field <strong>{0}</strong>. You can hide it instead.,,unreviewed
frappe,Cannot edit Standard Dashboards,,unreviewed
frappe,Cannot edit Standard charts,,unreviewed
frappe,Cannot edit filters for standard number cards,,unreviewed
